"Park_code","Loc_code","Unit_code","Location_code","Calendar_year","Start_date","Observation_ID","Segment_num","Segment_length_m","No_GPS","UTME","UTMN","Field_coord","Veg_type","Origin","Cover_class","Is_grazed","Substrate","Obs_notes","Flag","Office_notes"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6857,11,6.14,0,498262.166,5367464.334,5367464,"H","E","11-49%",0,,"CUPLIT",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6858,12,22.51,0,498262.32,5367470.475,5367469,"S","N","NA",0,,"Rosa",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6859,13,132.08,0,498262.264,5367492.986,5367469,"T","N","NA",0,,,0,"Moved point 23 m north"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6860,14,9.10,0,498262.184,5367625.073,5367624,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6861,15,48.19,0,498262.277,5367634.181,5367633,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6862,16,5.41,0,498261.931,5367682.371,5367681,"H","N","11-49%",0,,"CARTUM",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6863,17,9.17,0,498262.086,5367687.781,5367687,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6864,18,9.34,0,498262.094,5367696.959,5367696,"H","E","11-49%",0,,"CARTUM, BROSTI",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6865,19,8.22,0,498262.3,5367706.299,5367705,"H","N","11-49%",0,,"CARTUM",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6866,20,18.48,0,498262.277,5367714.528,5367714,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6867,21,6.65,0,498262.065,5367733.016,5367732,"H","N","11-49%",0,,"SYMALB/ cut to <4""",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6868,22,37.04,0,498262.016,5367739.666,5367739,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6869,23,21.00,0,498261.765,5367776.71,5367739,"T","N","NA",0,,"ACNRUB",0,"Moved point north 37 m"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6870,24,8.63,0,498262.836,5367797.71,5367807,"S","N","NA",0,,"SYMALB",0,"Moved point 9 m south"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6871,25,18.88,0,498262.466,5367806.342,5367807,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6872,26,44.60,0,498261.705,5367825.224,5367826,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6873,27,11.18,0,498261.636,5367869.833,5367826,"T","N","NA",0,,,0,"Moved pint 44 m to the north"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6874,28,12.94,0,498262.863,5367881.02,5367895,"S","N","NA",0,,"HOLDIS",0,"Moved point 13 m to the south"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6875,29,5.11,0,498263.021,5367893.964,5367895,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6876,30,2.46,0,498262.888,5367899.081,5367898,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6877,31,2.89,0,498262.763,5367901.546,5367902,"S","N","NA",0,,"HOLDIS",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6878,32,16.79,0,498263.037,5367904.445,5367904,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6879,33,2.60,0,498263.801,5367921.243,5367923,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6880,34,17.06,0,498262.25,5367923.844,5367924,"H","N","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6881,35,27.18,0,498262.069,5367940.909,5367941,"T","E","NA",0,,"Elm with Mahonia/Rosa",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6882,36,5.01,0,498263.281,5367968.092,5367969,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6883,37,13.82,0,498262.234,5367973.111,5367974,"T","N","NA",0,,"Prunus",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6884,38,10.44,0,498261.99,5367986.94,5367998,"S","N","NA",0,,,0,"Moved point 10 m to the south"
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6885,39,12.99,0,498262.007,5367997.388,5367998,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6886,40,4.56,0,498261.719,5368010.384,5368009,"S","N","NA",0,,"Rosa",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6887,41,3.86,0,498261.683,5368014.945,5368015,"H","N","11-49%",0,,"CARTUM",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6888,42,4.52,0,498262.618,5368018.809,5368019,"T","N","NA",0,,"MALFUS",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6889,43,3.35,0,498262.17,5368023.331,5368024,"U","NA","NA",0,"Rock",,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6890,44,19.10,0,498263.033,5368026.686,5368027,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6891,45,10.40,0,498262.806,5368045.791,5368046,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6892,46,9.25,0,498262.012,5368056.194,5368056,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6893,47,3.48,0,498262.589,5368065.446,5368066,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6894,48,7.04,0,498262.382,5368068.932,5368069,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6895,49,5.95,0,498262.845,5368075.981,5368076,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6896,50,2.26,0,498262.012,5368081.935,5368082,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6897,51,15.89,0,498262.345,5368084.197,5368084,"H","N","11-49%",0,,"Fragaria/RUBURS/PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6898,52,12.28,0,498262.768,5368100.093,5368100,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6899,53,2.12,0,498262.339,5368112.381,5368112,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6900,54,1.95,0,498262.15,5368114.504,5368115,"S","E","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6901,55,13.04,0,498262.323,5368116.461,5368117,"H","E","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6902,56,4.52,0,498262.18,5368129.51,5368130,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6903,57,16.14,0,498261.495,5368134.035,5368134,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6904,58,2.26,0,498261.125,5368150.177,5368149,"S","E","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6905,59,147.46,0,498262.239,5368152.441,5368153,"T","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6906,60,1.92,0,498262.42,5368299.906,5368297,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6907,61,11.29,0,498261.931,5368301.832,5368302,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6908,62,23.52,0,498262.377,5368313.125,5368314,"H","E","11-49%",0,,"ELYGLA/CAR/RUBURS/BROSTI",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6909,63,23.01,0,498262.346,5368336.65,5368338,"T","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6910,64,23.69,0,498262.792,5368359.666,5368361,"H","N","11-49%",0,,"ELYGIA",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6911,65,2.71,0,498263.157,5368383.364,5368384,"U","NA","NA",0,"Rock",,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6912,66,12.99,0,498262.547,5368386.08,5368387,"H","N","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6913,67,46.64,0,498262.79,5368399.079,5368399,"T","N","NA",0,,"PSEMEN",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6914,68,20.75,0,498261.408,5368445.728,5368446,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6915,69,3.02,0,498262.609,5368466.482,5368467,"H","N","0-10%",0,,"ELYGIA, JUN",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6916,70,13.49,0,498262.062,5368469.507,5368470,"S","N","NA",0,,"PSEMEN",0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,6917,71,160.00,0,498261.774,5368482.998,5368482,"T","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2015",5/13/2015 0:00:00,7472,72,0.00,1,498262,5368643,5368643,"End","NA","NA",0,,,0,"Added in GIS"
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5409,3,18.04,0,498261.876,5367324.344,5367324,"U","NA","NA",0,"Logs","the real logs disegard point 2",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5410,4,1.58,0,498261.794,5367342.391,5367342,"H","N","0-10%",0,,"FESARU, DACGLO, LEYMOL",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5411,5,1.14,0,498261.809,5367343.976,5367344,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5412,6,1.13,0,498262.379,5367345.116,5367345,"H","E","0-10%",0,,"HOLLAN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5413,7,27.22,0,498261.974,5367346.255,5367346,"S","N","NA",0,,"Salix sp.",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5414,8,5.24,0,498262.17,5367373.483,5367373,"H","E","11-49%",0,,"Equisetum, no leaves, HOLLAN, PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5415,9,10.03,0,498262.264,5367378.731,5367375,"S","N","NA",0,,"ROSNUT",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5416,10,9.90,0,498262.257,5367388.762,5367388,"H","N","11-49%",0,,"FESARU, RUBURS, LEYMOL, HOLLAN, PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5417,11,19.07,0,498262.69,5367398.667,5367398,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5418,12,13.61,0,498262.234,5367417.743,5367417,"H","N","11-49%",0,,"HOLLAN, PTEAQU, LEYMOL, FESARU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5419,13,33.42,0,498262.237,5367431.355,5367431,"H","E","0-10%",0,,"RUMACE, BRORIG, BROTEC, HYPRAD",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5420,14,5.46,0,498261.996,5367464.781,5367464,"H","N","11-49%",0,,"HOLLAN, Equisetum tall with leaves",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5421,15,137.25,0,498262.191,5367470.248,5367470,"S","N","NA",0,,"ROSNUT, Salix sp.",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5422,16,16.13,0,498261.976,5367607.502,5367627,"T","N","NA",0,,"Alder; offset 180/18",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5423,17,11.53,0,498262.391,5367623.637,5367625,"S","N","NA",0,,"SYMALB; offset 180/2",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5424,18,47.51,0,498262.365,5367635.174,5367635,"H","E","0-10%",0,,"CIRARV, BROSIT, POAPRA, FESARU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5425,19,5.13,0,498262.222,5367682.685,5367682,"H","E","11-49%",0,,"FESAUR, Sedge, POAPRA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5426,20,15.22,0,498262.804,5367687.824,5367687,"H","E","0-10%",0,,"Quack grass, PTEAQU, FESARU, POAPRA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5427,21,13.45,0,498262.201,5367703.051,5367702,"H","N","11-49%",0,,"BROSIT, quack, POAPRA, PTEAQU, sedge",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5428,22,7.98,0,498262.37,5367716.505,5367718,"H","E","11-49%",0,,"PTEAQU, quack grass",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5429,23,9.27,0,498262.261,5367724.486,5367724,"H","E","0-10%",0,,"quack, HOLLAN, CIRARV",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5430,24,46.07,0,498262.251,5367733.756,5367733,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5431,25,14.21,0,498262.238,5367779.835,5367733,"T","N","NA",0,,"PSEMEN; offset 0/46",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5432,26,12.16,0,498262.502,5367794.046,5367806,"S","N","NA",0,,"SYMALB; offset 180/12",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5433,27,22.04,0,498262.233,5367806.214,5367806,"H","E","0-10%",0,,"POAPRA, CIRARV, quack",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5434,28,1.83,0,498262.338,5367828.255,5367828,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5435,29,1.46,0,498262.234,5367830.089,5367829,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5436,30,34.94,0,498262.194,5367831.553,5367831,"S","N","NA",0,,"SYMALB, ROSNUT",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5437,31,22.97,0,498262.131,5367866.498,5367831,"T","N","NA",0,,"PSEMEN; offset 0/35",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5438,32,4.94,0,498262.511,5367889.474,5367894,"S","N","NA",0,,"HOLDIS; offset 180/5",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5439,33,3.28,0,498262.503,5367894.418,5367894,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5440,34,2.13,0,498262.452,5367897.699,5367897,"H","E","0-10%",0,,"BROCOM, HYPRAD, HOLLAN, DACGLO",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5441,35,5.44,0,498262.102,5367899.837,5367900,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5442,36,16.68,0,498262.441,5367905.285,5367905,"H","E","0-10%",0,,"HOLLAN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5443,37,2.59,0,498262.33,5367921.966,5367922,"D","NA","NA",0,,"Trail",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5444,38,16.76,0,498262.333,5367924.559,5367924,"H","E","0-10%",0,,"FESARU, DACGLO, quack grass, HOLLAN Agrositis",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5445,39,25.87,0,498262.228,5367941.324,5367941,"T","E","NA",0,,"Ulmus alta",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5446,40,1.99,0,498262.321,5367967.195,5367969,"S","N","NA",0,,"Rubus sp., with lesser RUBDIS",0,"offset 180/2"
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5447,41,5.69,0,498262.156,5367969.191,5367969,"H","N","11-49%",0,,"Quack grass, PTEAQU, RUBURS, CIRVUL",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5448,42,16.25,0,498262.317,5367974.883,5367974,"T","N","NA",0,,"Prunus maritima",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5449,43,4.23,0,498262,5367991.137,5367991,"S","N","NA",0,,"ROSNUT",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5450,44,2.56,0,498262.428,5367995.373,5367995,"H","E","11-49%",0,,"HOLLAN, RUBURS, Carex",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5451,45,1.20,0,498262.572,5367997.942,5367997,"S","E","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5452,46,6.88,0,498262.105,5367999.15,5367999,"H","E","11-49%",0,,"Sedge, HOLLAN, CIRARV, quack grass",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5453,47,1.55,0,498262.061,5368006.035,5368006,"H","N","11-49%",0,,"Sedge, HOLLAN, RUBURS",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5454,48,1.19,0,498261.977,5368007.588,5368007,"S","N","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5455,49,2.62,0,498262.265,5368008.782,5368008,"H","N","11-49%",0,,"RUBURS, HOLLAN, Sedge, Centaurea, Vicia",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5456,50,2.53,0,498262.154,5368011.407,5368011,"S","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5457,51,4.59,0,498262.486,5368013.942,5368013,"H","E","11-49%",0,,"hollan, sedge",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5458,52,7.37,0,498262.148,5368018.534,5368018,"T","N","NA",0,,"rock pile, Malus, Sambucus",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5459,53,1.29,0,498262.481,5368025.911,5368026,"H","E","11-49%",0,,"Rock beneath, HOLLAN, RUBUS",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5460,54,4.52,0,498262.097,5368027.202,5368027,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5461,55,1.31,0,498262.381,5368031.731,5368032,"H","E","0-10%",0,,"HOLLAN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5462,56,12.44,0,498262.209,5368033.046,5368033,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5463,57,13.72,0,498262.098,5368045.488,5368045,"H","E","0-10%",0,,"PTEAQU, HOLLAN, POAPRA, CIRARV, quack grass",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5464,58,16.67,0,498261.932,5368059.212,5368059,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5465,59,3.16,0,498261.951,5368075.888,5368076,"H","E","11-49%",0,,"RUBURS, HOLLAN, PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5466,60,1.22,0,498262.055,5368079.054,5368079,"S","E","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5467,61,18.21,0,498262.168,5368080.283,5368080,"H","N","11-49%",0,,"quack grass, sedge, PTEAQU, HOLLAN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5468,62,14.23,0,498262.199,5368098.501,5368098,"H","E","0-10%",0,,"quack grass, RUBURS, HOLLAN, PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5469,63,2.23,0,498262.198,5368112.731,5368113,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5470,64,1.57,0,498262.061,5368114.967,5368115,"S","E","NA",0,,"CRAMON",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5471,65,2.37,0,498262.057,5368116.542,5368116,"H","E","0-10%",0,,"HOLLAN, quack grass",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5472,66,11.48,0,498262.218,5368118.921,5368119,"H","N","11-49%",0,,"sedge, quack grass, RUBURS, HOLLAN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5473,67,4.67,0,498262.331,5368130.408,5368131,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5474,68,7.12,0,498262.446,5368135.087,5368135,"H","N","0-10%",0,,"sedge, BRODIA, PTEAQU",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5475,69,9.56,0,498262.384,5368142.215,5368142,"H","E","0-10%",0,,"POAPRA, HOLLAN, BROSIT, PTEAQU, FESROE",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5476,70,150.46,0,498262.451,5368151.783,5368151,"T","N","NA",0,,"PSEMEN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5477,71,10.70,0,498262.865,5368302.247,5368302,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5478,72,4.62,0,498262.353,5368312.949,5368313,"H","E","0-10%",0,,"HOLLAN, BROSIT, FESARU, POAPRA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5479,73,19.17,0,498262.263,5368317.577,5368318,"H","N","0-10%",0,,"BROSIT, SEDGE, RUBURS, ELYGLA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5480,74,22.30,0,498262.151,5368336.749,5368337,"T","N","NA",0,,"HOLLAN, PSEMEN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5481,75,12.16,0,498262.526,5368359.058,5368359,"H","N","0-10%",0,,"PTEAQU, BROSIT, HOLLAN, RUBURS, ELYGLA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5482,76,12.92,0,498262.865,5368371.222,5368371,"H","E","11-49%",0,,"BROCOM, POAPRA, BROSIT, ELYGLA",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5483,77,15.44,0,498262.357,5368384.148,5368383,"H","N","0-10%",0,,"POAPRA, ELYGLA, BROSIT, HOLLAN, RUBURS",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5484,78,51.47,0,498262.31,5368399.589,5368400,"T","N","NA",0,,"BROCOM, PSEMEN",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5485,79,15.54,0,498262.341,5368451.066,5368465,"S","N","NA",0,,"SYMALB; offset 180/15",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5486,80,3.25,0,498262.082,5368466.614,5368466,"H","N","11-49%",0,,"HOLLAN, POAPRA, sedge, ELYGLA, RUBURS",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5487,81,16.42,0,498262.238,5368469.866,5368470,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,5488,82,156.70,0,498262.241,5368486.291,5368470,"T","N","NA",0,,"trees transect end, PINCON, PSEMEN",0,"offset 0/16"
"SAJH","AC.1-4","AC","1-4","2014",6/26/2014 0:00:00,7496,83,0.00,1,498262,5368643,5368643,"End","NA","NA",0,,,0,"Added in GIS by N. Antonova - park boundary"
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4398,1,8.73,0,498262.097,5367324.437,5367323,"U","NA","NA",0,"Sand",,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4399,2,11.30,0,498262.351,5367333.173,5367333,"U","NA","NA",0,"Logs",,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4400,3,1.81,0,498262.109,5367344.481,5367344,"D","NA","NA",0,,"trail",0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4401,4,27.68,0,498262.282,5367346.3,5367346,"S","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4402,5,2.72,0,498261.724,5367373.988,5367373,"H","N","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4403,6,2.23,0,498262.162,5367376.712,5367376,"H","E","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4404,7,3.95,0,498262.753,5367378.943,5367378,"S","N","NA",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4405,8,1.62,0,498262.544,5367382.899,5367383,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4406,9,4.47,0,498262.26,5367384.528,5367384,"H","N","50-100%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4407,10,1.35,0,498262.49,5367389.005,5367389,"H","E","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4408,11,8.12,0,498262.173,5367390.359,5367390,"H","N","11-49%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4409,12,21.44,0,498261.957,5367398.481,5367398,"H","E","0-10%",0,,,0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4410,13,9.72,0,498261.981,5367419.93,5367420,"H","N","50-100%",0,,"pteridium",0,
"SAJH","AC.1-4","AC","1-4","2013",6/19/2013 0:00:00,4411,14,37.50,0,498262.294,5367429.65,5367429,"H","E","0-10%",0,,,0,
