"Park_code","Loc_code","Unit_code","Location_code","Calendar_year","Start_date","Observation_ID","Segment_num","Segment_length_m","No_GPS","UTME","UTMN","Field_coord","Veg_type","Origin","Cover_class","Is_grazed","Substrate","Obs_notes","Flag","Office_notes"
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4100,3,12.24,0,501520.556,5366864.079,5366863,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4101,4,25.33,0,501520.233,5366876.325,5366875,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4102,5,18.07,0,501520.415,5366901.657,5366901,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4103,6,9.46,0,501520.271,5366919.727,5366919,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4104,7,8.09,0,501520.2,5366929.193,5366929,"D","NA","NA",0,,"road",0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4105,8,16.01,0,501520.303,5366937.284,5366935,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4106,9,2.80,0,501520.164,5366953.302,5366952,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4107,10,38.79,0,501520.66,5366956.103,5366955,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4108,11,11.96,0,501520.382,5366994.895,5366993,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4109,12,5.19,0,501519.813,5367006.863,5367005,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4110,13,9.29,0,501519.976,5367012.053,5367011,"S","N","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4111,14,54.24,0,501520.025,5367021.349,5367021,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4112,15,2.28,0,501520.267,5367075.595,5367075,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4113,16,10.41,0,501520.015,5367077.881,5367077,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4114,17,6.14,0,501520.245,5367088.299,5367088,"T","N","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4115,18,2.86,0,501519.682,5367094.439,5367094,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4116,19,3.53,0,501520.013,5367097.302,5367097,"D","NA","NA",0,,"road",0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4117,20,610.14,0,501520.023,5367100.836,5367100,"T","N","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,4118,21,4.16,0,501521.391,5367710.979,5367711,"U","NA","NA",0,"Not obs",,0,"Added segment using 2014 survey"
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,7519,23,0.00,1,501521.46,5367715.146,5367715,"End","NA","NA",0,,,0,"Added in GIS using 2014 survey"
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3052,1,16.07,0,501520.001,5366826.356,5366825,"H","E","0-10%",0,," start",0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3053,2,4.51,0,501520.464,5366842.427,5366841,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3054,3,6.99,0,501520.219,5366846.946,5366847,"H","N","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3055,4,2.88,0,501519.879,5366853.941,5366853,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3056,5,7.23,0,501521.77,5366856.83,5366857,"H","N","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3057,6,11.22,0,501521.803,5366864.062,5366863,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3058,7,34.67,0,501521.415,5366875.29,5366873,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3059,8,8.57,0,501520.471,5366909.961,5366909,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3060,9,10.56,0,501520.286,5366918.54,5366918,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3061,10,8.76,0,501520.309,5366929.108,5366929,"D","NA","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3062,11,24.94,0,501520.052,5366937.872,5366937,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3063,12,5.71,0,501520.167,5366962.821,5366962,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3064,13,68.53,0,501520.33,5366968.538,5366968,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3065,14,2.82,0,501520.029,5367037.07,5367037,"H","N","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3066,15,25.59,0,501519.907,5367039.897,5367039,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3067,16,2.68,0,501520.08,5367065.489,5367066,"T","N","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3068,17,20.53,0,501519.753,5367068.174,5367068,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3069,18,5.40,0,501520.178,5367088.713,5367088,"T","N","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3070,19,2.89,0,501520.196,5367094.119,5367094,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3071,20,2.23,0,501520.442,5367097.012,5367096,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3072,21,611.75,0,501520.047,5367099.242,5367099,"T","N","NA",0,,,0,"Extended using 2014 survey data"
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,3073,22,4.20,1,501520,5367711,5367710,"U","NA","NA",0,"Not obs",,0,"Added using 2014 survey"
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,7439,23,0.00,1,501520,5367715.203,5367715,"End","NA","NA",0,,,0,"Added using 2014 transect end"
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,7539,24,1.17,0,501520.04,5366825.59,5366825,"U","NA","NA",0,"Soil",,0,"added in 2014 by Antonova to document erroding cliff"
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2033,1,3.58,0,501520.62,5366826.76,5366827,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2034,2,7.02,0,501520.12,5366830.34,5366831,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2035,3,7.68,0,501520.02,5366837.36,5366838,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2036,4,12.36,0,501520.12,5366845.04,5366845,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2037,5,5.48,0,501520.38,5366857.4,5366858,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2038,6,14.39,0,501519.75,5366862.88,5366863,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2039,7,7.30,0,501519.82,5366877.27,5366878,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2040,8,15.27,0,501520.39,5366884.57,5366885,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2041,9,18.79,0,501519.9,5366899.84,5366900,"S","E","NA",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2042,10,10.87,0,501519.93,5366918.63,5366919,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2043,11,7.56,0,501520.08,5366929.5,5366930,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2044,12,25.40,0,501520.27,5366937.06,5366938,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2045,13,4.09,0,501519.66,5366962.46,5366963,"H","N","50-100%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2046,14,70.57,0,501520.13,5366966.55,5366967,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2047,15,7.88,0,501520.06,5367037.12,5367038,"H","E","11-49%",0,,"PTEAQU",0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2048,16,12.16,0,501520.22,5367045,5367046,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2049,17,11.76,0,501519.83,5367057.16,5367058,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2050,18,19.64,0,501520.21,5367068.92,5367069,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2051,19,8.35,0,501520.34,5367088.56,5367089,"H","E","11-49%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2052,20,5.17,0,501519.89,5367096.91,5367097,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2054,21,608.92,0,501520.4,5367102.08,5367102,"T","N","NA",0,,"End of field data collection",0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,2586,22,4.20,1,501520,5367711,5367710,"U","NA","NA",0,"Not obs",,0,"Park boundary, digitized from aerial photo by L. Grace; moved to 2014 surveyed location"
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,7538,23,0.00,1,501520,5367715.2,5367715,"End","NA","NA",0,,,0,"Used 2014 end of transect"
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,374,1,26.44,0,501520.04,5366825.59,5366825,"H","E","0-10%",0,,"BRORIG, Poa",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,375,2,5.20,0,501519.9,5366852.03,5366852,"H","N","50-100%",0,,"Leymus, Abronia, LUPPOL",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,376,3,1.75,0,501520.62,5366857.23,5366856,"H","E","0-10%",0,,"Leymus, Poa, Hieracium",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,377,4,3.33,0,501520.62,5366858.98,5366858,"H","N","11-49%",0,,"FESROE, Leymus",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,378,5,1.87,0,501520.75,5366862.31,5366862,"H","E","0-10%",0,,"BRORIG",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,379,6,13.08,0,501520.95,5366864.18,5366866,"S","E","NA",0,,"RUBLAC. Cover obs in T/S: 0-10%",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,380,7,23.90,0,501520.12,5366877.26,5366877,"H","E","0-10%",0,,"BRORIG, LUPPOL, CIRARV",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,381,8,16.84,0,501520.69,5366901.16,5366901,"S","E","NA",0,,"RUBLAC. Cover obs in T/S: 0-10%",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,382,9,5.99,0,501520.53,5366918,5366917,"H","E","0-10%",0,,"RUBDIS, Rub. changes sp.",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,383,10,1.91,0,501522.68,5366923.99,5366924,"H","N","50-100%",0,,"Amsinckia",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,384,11,3.27,0,501522.55,5366925.9,5366925,"H","E","0-10%",0,,"Festuca, lupine",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,385,12,8.11,0,501520,5366929.17,5366929,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,386,13,58.15,0,501520.12,5366937.28,5366937,"H","E","0-10%",0,,,0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,387,14,2.66,0,501519.96,5366995.43,5366995,"H","N","11-49%",0,,"Brodiaea coronaria, LUPBIC, Bro.",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,388,15,97.97,0,501520.97,5366998.09,5366998,"H","E","11-49%",0,,"LUPBIC, Bromus, Vulpia",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,389,16,2.87,0,501520.36,5367096.06,5367096,"D","NA","NA",0,,"Road",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,390,17,1.66,0,501520.96,5367098.93,5367098,"H","E","11-49%",0,,"Danthonia, Brodiaea",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,391,18,610.41,0,501521.62,5367100.59,5367100,"T","N","NA",0,,"Forest. Cover obs in T/S: 0-10%",0,
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,392,19,4.20,1,501520,5367711,5367710,"U","NA","NA",0,"Not obs",,0,"Digitized in GIS; moved to 2014 survey location"
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,7537,20,0.00,1,501520,5367715.2,5367715,"End","NA","NA",0,,,0,"Added using 2014 survey data"
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6502,1,28.15,0,497924.05,5367406.456,5367407,"H","N","50-100%",0,,"FESRUB, BRODIA, HOLLAN, juncus",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6503,2,2.16,0,497924.286,5367434.614,5367434,"H","E","11-49%",0,,"BROHOR, juncus, vulpia, HOLLAN, VICSAT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6504,3,1.95,0,497924.402,5367436.777,5367437,"H","N","50-100%",0,,"LOPLIT, BRODIA, vulpia, HYPRAD",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6505,4,2.77,0,497924.346,5367438.736,5367439,"H","E","0-10%",0,,"BROHOR, BRODIA, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6506,5,2.58,0,497924.029,5367441.507,5367442,"H","N","50-100%",0,,"LOPLIT, BRODIA, BROHOR",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6507,6,19.47,0,497924.107,5367444.096,5367445,"H","E","0-10%",0,,"BROHOR, BRODIA, AIRCAR",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6508,7,1.22,0,497924.117,5367463.572,5367464,"H","N","50-100%",0,,"LUPLIT, BRODIA, BROHOR",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6509,8,14.71,0,497924.131,5367464.792,5367466,"H","E","0-10%",0,,"BROHOR, BRODIA, VICSAT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6510,9,1.59,0,497924.421,5367479.505,5367480,"H","E","11-49%",0,,"POAPRA, HALLAN, JUNCUS",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6511,10,4.12,0,497924.272,5367481.095,5367481,"H","N","50-100%",0,,"BROSIT, juncus, POAPRA, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6512,11,12.53,0,497924.138,5367485.215,5367486,"H","E","0-10%",0,,"HOLLAN, POAPRA, RUMEX, BRODIA",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6513,12,20.93,0,497924.21,5367497.754,5367499,"H","N","50-100%",0,,"LEYMOL, juncus, CIRARV, BROSIT, HOLLAN, HARLAV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6514,13,9.62,0,497924.011,5367518.687,5367521,"H","E","11-49%",0,,"POAPRA, HOLLAN, LEYMOL, juncus, BROSIT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6515,14,11.90,0,497924.349,5367528.316,5367528,"H","N","11-49%",0,,"HERLAN, JUNBAL, CAROLI, RUBURS, HOLLAN, BROSIT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6516,15,6.13,0,497924.412,5367540.216,5367540,"H","N","50-100%",0,,"BROSIT, HOLLAN, CIRARV, PTEAQU, junbal",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6517,16,16.38,0,497924.168,5367546.353,5367547,"S","N","NA",0,,"ROSNUT, HERLAN, BROSIT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6518,17,4.27,0,497924.233,5367562.741,5367563,"H","N","50-100%",0,,"HERLAN, BROSIT, HOLLAN, GALAPA",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6519,18,3.70,0,497924.17,5367567.013,5367567,"H","E","11-49%",0,,"POAPRA, JUNBAL, BROSIT, VICSAT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6520,19,4.55,0,497924.156,5367570.713,5367571,"H","N","50-100%",0,,"PTEAQU, JUNBAL, BROSIT, HOLLAN, VICSAT, POAPRA, CERFON, LEYMOL",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6521,20,7.38,0,497923.991,5367575.263,5367576,"H","E","11-49%",0,,"POAPRA, BROHOR, BROSIT, JUNBAL",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6522,21,11.31,0,497924.161,5367582.649,5367583,"H","N","50-100%",0,,"JUNBAL, LEYMOL, POAPRA, vicia",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6523,22,17.28,0,497924.311,5367593.967,5367594,"H","E","11-49%",0,,"HOLLAN, POAPRA, JUNBAL, CERFON, BRODIA, equisetum",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6524,23,22.85,0,497924.462,5367611.255,5367611,"H","E","0-10%",0,,"HOLLAN, BRODIA, BROHOR, DACGLO",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6525,24,2.68,0,497923.982,5367634.113,5367634,"H","E","11-49%",0,,"POAPRA, HERLAN, RUMEX, CIRARV, HOLLAN",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6526,25,9.62,0,497924.317,5367636.798,5367637,"H","N","50-100%",0,,"HERLAN, POAPRA, RUBURS, DACGLO, PTEAQU",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6527,26,11.85,0,497924.247,5367646.427,5367647,"H","E","11-49%",0,,"POAPRA, HOLLAN, RUBURS, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6528,27,13.72,0,497924.271,5367658.277,5367658,"H","E","0-10%",0,,"POAPRA, HOLLAN, CIRARV, HYPRAD, equisetum",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6529,28,6.43,0,497924.048,5367672.006,5367672,"H","E","11-49%",0,,"HOLLAN, POAPRA, PTEAQU, MYODIS, CARTUM",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6530,29,4.30,0,497923.964,5367678.439,5367679,"H","E","0-10%",0,,"DACGLO, CIRARV, HYPRAD, HOLLAN",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6531,30,11.88,0,497924.161,5367682.745,5367683,"H","N","50-100%",0,,"FESRUB, DACGLO, PTEAQU, POAPRA, RUBURS, CARTUM, argostis",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6532,31,3.00,0,497923.809,5367694.626,5367695,"H","E","11-49%",0,,"HOLLAN, RUBURS, vicia",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6533,32,1.90,0,497923.924,5367697.632,5367698,"H","N","11-49%",0,,"CARTUM, RUBURS, SYMALB, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6534,33,5.72,0,497923.999,5367699.533,5367700,"T","N","NA",0,,"PSEMEN, SYMALB, PTEAQU, HOLLAN",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6535,34,3.38,0,497924.057,5367705.262,5367706,"H","N","50-100%",0,,"CARTUM, FRAVES, RUBURS, HOLLAN, agrostis",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6536,35,4.66,0,497924.394,5367708.646,5367709,"S","N","NA",0,,"SYMALB, ROSNUT, LONINV, RUBPAR, RUBARM",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6537,36,4.47,0,497924.226,5367713.307,5367714,"T","N","NA",0,,"PSEMEN, RUBPAR, SYMALB, RUBARM",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6538,37,4.72,0,497924.011,5367717.783,5367723,"S","N","NA",0,,"SYMALB, RUBARM, LONINV",0,"Moved point 5 m south"
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6539,38,1.43,0,497924.057,5367722.506,5367723,"H","N","50-100%",0,,"FESRUB, HOLLAN, equisetum, carex aperta/hassei, passed through segments",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6540,39,1.70,0,497923.929,5367723.941,5367724,"S","N","NA",0,,"SYMALB, ROSNUT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6541,40,1.91,0,497923.947,5367725.647,5367726,"H","E","11-49%",0,,"HOLLAN, POAPRA, FESRUB, RUBURS, Equisetum",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6542,41,11.07,0,497923.95,5367727.56,5367728,"S","N","NA",0,,"RUBSPE, SYMALB, ROSNUT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6543,42,3.66,0,497924.265,5367738.639,5367738,"T","N","NA",0,,"PSEMEN, HOLLAN, POAPRA, PTEAQU",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6544,43,2.86,0,497924.333,5367742.307,5367743,"H","E","0-10%",0,,"HOLLAN, POAPRA, CIRARV, PTEAQU",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6545,44,3.63,0,497924.231,5367745.17,5367745,"H","N","11-49%",0,,"FESRUB, HOLLAN, RUBURS, POAPRA, PTEAQU",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6546,45,5.40,0,497924.049,5367748.801,5367749,"S","N","NA",0,,"SYMALB, FESRUB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6547,46,4.34,0,497924.109,5367754.205,5367755,"H","N","11-49%",0,,"FESRUB, POAPRA, HOLLAN, PTEAQU, Gnaphallium",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6548,47,9.50,0,497924.317,5367758.551,5367759,"S","N","NA",0,,"RUBURS",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6549,48,4.62,0,497924.177,5367768.059,5367768,"H","N","50-100%",0,,"FESRUB, POAPRA, DACGLO, HOLLAN",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6550,49,1.79,0,497923.851,5367772.684,5367772,"H","E","11-49%",0,,"POAPRA, HOLLAN, FESRUB, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6551,50,1.41,0,497924.088,5367774.475,5367775,"H","N","50-100%",0,,"FESRUB, POAPRA, HOLLAN",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6552,51,1.81,0,497924.286,5367775.885,5367776,"H","E","11-49%",0,,"POAPRA, HOLLAN, FESRUB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6553,52,1.83,0,497924.228,5367777.704,5367778,"S","N","NA",0,,"SYMALB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6554,53,4.45,0,497924.177,5367779.542,5367780,"H","E","11-49%",0,,"HOLLAN, ELYGLA, POAPRA, RUBURS, VICSAT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6555,54,3.30,0,497924.203,5367783.997,5367784,"H","N","11-49%",0,,"FESRUB, CIRARV, POAPRA",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6556,55,6.31,0,497924.07,5367787.299,5367787,"H","N","50-100%",0,,"FESRUB, ELYGLA, POAPRA, MYODIS",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6557,56,10.17,0,497924.259,5367793.612,5367794,"H","E","11-49%",0,,"POAPRA, ELYGLA, RUBURS, vicia, FESRUB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6558,57,36.42,0,497924.627,5367803.782,5367803,"S","N","NA",0,,"SYMALB, RUBNUT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6559,58,7.59,0,497924.358,5367840.211,5367817,"T","N","NA",0,,"MALFUS, PSEMEN, HOLDIS; offset 0/23",0,"Moved point 23 m north"
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6560,59,12.60,0,497924.24,5367847.803,5367848,"S","N","NA",0,,"SCHPHO, SYMALB, BROSIT",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6561,60,3.10,0,497924.191,5367860.407,5367860,"S","E","NA",0,,"CRAMON, SYMALB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6562,61,13.18,0,497924.114,5367863.514,5367868,"S","N","NA",0,,"SYMALB; offset 180/5",0,"Moved point 5 m south"
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6563,62,1.66,0,497924.253,5367876.703,5367876,"H","N","50-100%",0,,"FESRUB, FRAVES, POAPRA, CIRARV",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6564,63,43.84,0,497924.08,5367878.365,5367878,"S","N","NA",0,,"SYMALB, FESRUB",0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,6565,64,7.93,0,497924.302,5367922.211,5367921,"T","N","NA",0,,"Next to butterfly gardern, PSEMEN",0,
